MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.bc.com/product/1513730,https://www.bc.com/specs/1513730_spec_sheet.pdf,,,,,ROW_257,Building Materials,Decking & Railing,Composite Decking,,1513730,,,,,,Boise Cascade,Boise Cascade,,1513730,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1513730 Composite Decking, Professional Series",BOISE CA 1513730 COMPOSITE DE,Boise Cascade 1513730 Composite Decking,"The Boise Cascade 1513730 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1513730 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1513730 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1513730,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1513730_hero.jpg,,,,,,,,,https://www.bc.com/specs/1513730_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543076916,https://www.bc.com/specs/543076916_spec_sheet.pdf,,,,,ROW_258,Building Materials,Decking & Railing,Composite Decking,,543076916,,,,,,Boise Cascade,Boise Cascade,,543076916,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543076916 Composite Decking, Professional Series",BOISE CA 543076916 COMPOSITE DE,Boise Cascade 543076916 Composite Decking,"The Boise Cascade 543076916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543076916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543076916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543076916,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543076916_hero.jpg,,,,,,,,,https://www.bc.com/specs/543076916_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516876,https://www.bc.com/specs/1516876_spec_sheet.pdf,,,,,ROW_259,Building Materials,Decking & Railing,Composite Decking,,1516876,,,,,,Boise Cascade,Boise Cascade,,1516876,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516876 Composite Decking, Professional Series",BOISE CA 1516876 COMPOSITE DE,Boise Cascade 1516876 Composite Decking,"The Boise Cascade 1516876 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516876 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516876 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516876,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516876_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516876_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543076936,https://www.bc.com/specs/543076936_spec_sheet.pdf,,,,,ROW_260,Building Materials,Decking & Railing,Composite Decking,,543076936,,,,,,Boise Cascade,Boise Cascade,,543076936,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543076936 Composite Decking, Professional Series",BOISE CA 543076936 COMPOSITE DE,Boise Cascade 543076936 Composite Decking,"The Boise Cascade 543076936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543076936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543076936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543076936,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543076936_hero.jpg,,,,,,,,,https://www.bc.com/specs/543076936_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516878,https://www.bc.com/specs/1516878_spec_sheet.pdf,,,,,ROW_261,Building Materials,Decking & Railing,Composite Decking,,1516878,,,,,,Boise Cascade,Boise Cascade,,1516878,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516878 Composite Decking, Professional Series",BOISE CA 1516878 COMPOSITE DE,Boise Cascade 1516878 Composite Decking,"The Boise Cascade 1516878 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516878 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516878 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516878,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516878_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516878_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516884,https://www.bc.com/specs/1516884_spec_sheet.pdf,,,,,ROW_262,Building Materials,Decking & Railing,Composite Decking,,1516884,,,,,,Boise Cascade,Boise Cascade,,1516884,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516884 Composite Decking, Professional Series",BOISE CA 1516884 COMPOSITE DE,Boise Cascade 1516884 Composite Decking,"The Boise Cascade 1516884 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516884 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516884 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516884,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516884_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516884_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516885,https://www.bc.com/specs/1516885_spec_sheet.pdf,,,,,ROW_263,Building Materials,Decking & Railing,Composite Decking,,1516885,,,,,,Boise Cascade,Boise Cascade,,1516885,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516885 Composite Decking, Professional Series",BOISE CA 1516885 COMPOSITE DE,Boise Cascade 1516885 Composite Decking,"The Boise Cascade 1516885 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516885 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516885 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516885,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516885_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516885_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543005916,https://www.bc.com/specs/543005916_spec_sheet.pdf,,,,,ROW_264,Building Materials,Decking & Railing,Composite Decking,,543005916,,,,,,Boise Cascade,Boise Cascade,,543005916,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543005916 Composite Decking, Professional Series",BOISE CA 543005916 COMPOSITE DE,Boise Cascade 543005916 Composite Decking,"The Boise Cascade 543005916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543005916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543005916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543005916,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543005916_hero.jpg,,,,,,,,,https://www.bc.com/specs/543005916_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516902,https://www.bc.com/specs/1516902_spec_sheet.pdf,,,,,ROW_265,Building Materials,Decking & Railing,Composite Decking,,1516902,,,,,,Boise Cascade,Boise Cascade,,1516902,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516902 Composite Decking, Professional Series",BOISE CA 1516902 COMPOSITE DE,Boise Cascade 1516902 Composite Decking,"The Boise Cascade 1516902 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516902 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516902 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516902,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516902_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516902_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543007916,https://www.bc.com/specs/543007916_spec_sheet.pdf,,,,,ROW_266,Building Materials,Decking & Railing,Composite Decking,,543007916,,,,,,Boise Cascade,Boise Cascade,,543007916,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543007916 Composite Decking, Professional Series",BOISE CA 543007916 COMPOSITE DE,Boise Cascade 543007916 Composite Decking,"The Boise Cascade 543007916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543007916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543007916 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543007916,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543007916_hero.jpg,,,,,,,,,https://www.bc.com/specs/543007916_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543005936,https://www.bc.com/specs/543005936_spec_sheet.pdf,,,,,ROW_267,Building Materials,Decking & Railing,Composite Decking,,543005936,,,,,,Boise Cascade,Boise Cascade,,543005936,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543005936 Composite Decking, Professional Series",BOISE CA 543005936 COMPOSITE DE,Boise Cascade 543005936 Composite Decking,"The Boise Cascade 543005936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543005936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543005936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543005936,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543005936_hero.jpg,,,,,,,,,https://www.bc.com/specs/543005936_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/1516905,https://www.bc.com/specs/1516905_spec_sheet.pdf,,,,,ROW_268,Building Materials,Decking & Railing,Composite Decking,,1516905,,,,,,Boise Cascade,Boise Cascade,,1516905,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 1516905 Composite Decking, Professional Series",BOISE CA 1516905 COMPOSITE DE,Boise Cascade 1516905 Composite Decking,"The Boise Cascade 1516905 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516905 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 1516905 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 1516905,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/1516905_hero.jpg,,,,,,,,,https://www.bc.com/specs/1516905_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.bc.com/product/543007936,https://www.bc.com/specs/543007936_spec_sheet.pdf,,,,,ROW_269,Building Materials,Decking & Railing,Composite Decking,,543007936,,,,,,Boise Cascade,Boise Cascade,,543007936,,Building Materials>Decking & Railing>Composite Decking,"Boise Cascade 543007936 Composite Decking, Professional Series",BOISE CA 543007936 COMPOSITE DE,Boise Cascade 543007936 Composite Decking,"The Boise Cascade 543007936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543007936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The Boise Cascade 543007936 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: Boise Cascade,Model / MPN: 543007936,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bc.com/assets/543007936_hero.jpg,,,,,,,,,https://www.bc.com/specs/543007936_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
https://www.uslumber.com/product/543144908,https://www.uslumber.com/specs/543144908_spec_sheet.pdf,,,,,ROW_270,Building Materials,Decking & Railing,Composite Decking,,543144908,,,,,,U S Lumber,U S Lumber,,543144908,,Building Materials>Decking & Railing>Composite Decking,"U S Lumber 543144908 Composite Decking, Professional Series",U S LUMB 543144908 COMPOSITE DE,U S Lumber 543144908 Composite Decking,"The U S Lumber 543144908 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The U S Lumber 543144908 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.","The U S Lumber 543144908 is a high-performance composite decking. Engineered for reliability, it features precision craftsmanship, Professional Series.",Manufacturer: U S Lumber,Model / MPN: 543144908,Category: Composite Decking,Series: Professional Series,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Professional Series,,Edge Profile,Grooved,,Color Family,Brown,,Material,Brass,,Length,16 ft,,Width,5.5 in,,Thickness,0.94 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.uslumber.com/assets/543144908_hero.jpg,,,,,,,,,https://www.uslumber.com/specs/543144908_spec_sheet.pdf,,,,,,,,,,,,,,,,,,
